"name","patients_seen_in_four_hours","attendances_at_ane","emergency_admissions_via_type_1_ae","analysisdate"
"St Helens And Knowsley Hospitals NHS Trust",93,1864,663,"2014.02.09"
"Harrogate And District NHS Foundation Trust",90.5,874,200,"2014.02.09"
"Hull And East Yorkshire Hospitals NHS Trust",91.2,2403,851,"2014.02.09"
"Northern Lincolnshire And Goole NHS Foundation Trust",96.5,2381,579,"2014.02.09"
"York Teaching Hospital NHS Foundation Trust",92.2,2384,612,"2014.02.09"
"Burton Hospitals NHS Foundation Trust",95.8,1175,351,"2014.02.09"
"Mid Staffordshire NHS Foundation Trust",79.6,913,296,"2014.02.09"
"Shrewsbury And Telford Hospital NHS Trust",94.1,1764,443,"2014.02.09"
"University Hospital Of North Staffordshire NHS Trust",78.5,2319,863,"2014.02.09"
"Barnsley Hospital NHS Foundation Trust",96.3,1552,418,"2014.02.09"
"Doncaster And Bassetlaw Hospitals NHS Foundation Trust",94.1,2567,590,"2014.02.09"
"Sheffield Children's NHS Foundation Trust",98.3,1049,113,"2014.02.09"
"Sheffield Teaching Hospitals NHS Foundation Trust",91.7,2208,605,"2014.02.09"
"The Rotherham NHS Foundation Trust",95.7,1458,300,"2014.02.09"
"Ashford And St Peter's Hospitals NHS Foundation Trust",91.3,1828,447,"2014.02.09"
"Brighton And Sussex University Hospitals NHS Trust",86,2610,710,"2014.02.09"
"East Sussex Healthcare NHS Trust",93.3,1900,544,"2014.02.09"
"Frimley Park Hospital NHS Foundation Trust",94.7,1932,558,"2014.02.09"
"Royal Surrey County Hospital NHS Foundation Trust",94.2,1164,365,"2014.02.09"
"Surrey And Sussex Healthcare NHS Trust",92.2,1676,562,"2014.02.09"
"Western Sussex Hospitals NHS Foundation Trust",94.9,2442,705,"2014.02.09"
"Buckinghamshire Healthcare NHS Trust",82.5,1489,341,"2014.02.09"
"Heatherwood And Wexham Park Hospitals NHS Foundation Trust",80.5,1901,574,"2014.02.09"
"Oxford University Hospitals NHS Trust",91.3,2206,603,"2014.02.09"
"Royal Berkshire NHS Foundation Trust",82.3,1928,596,"2014.02.09"
"Dorset County Hospital NHS Foundation Trust",93.1,721,232,"2014.02.09"
"Hampshire Hospitals NHS Foundation Trust",97,1774,416,"2014.02.09"
"Isle Of Wight NHS Trust",93.5,696,145,"2014.02.09"
"Poole Hospital NHS Foundation Trust",93.6,1195,350,"2014.02.09"
"Portsmouth Hospitals NHS Trust",83.2,1861,655,"2014.02.09"
"The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust",97.2,1253,331,"2014.02.09"
"University Hospital Southampton NHS Foundation Trust",83.8,1769,432,"2014.02.09"
"Airedale NHS Foundation Trust",91.9,972,251,"2014.02.09"
"Bradford Teaching Hospitals NHS Foundation Trust",94.1,2454,682,"2014.02.09"
"Calderdale And Huddersfield NHS Foundation Trust",95.8,2726,590,"2014.02.09"
"Leeds Teaching Hospitals NHS Trust",95.9,3983,1431,"2014.02.09"
"Mid Yorkshire Hospitals NHS Trust",89.9,4272,1053,"2014.02.09"
"George Eliot Hospital NHS Trust",97.2,1155,293,"2014.02.02"
"South Warwickshire NHS Foundation Trust",98.4,1047,321,"2014.02.02"
"University Hospitals Coventry And Warwickshire NHS Trust",91.8,2510,917,"2014.02.02"
"Worcestershire Acute Hospitals NHS Trust",89.7,2246,698,"2014.02.02"
"Wye Valley NHS Trust",92.1,946,230,"2014.02.02"
"Gloucestershire Hospitals NHS Foundation Trust",95,2251,731,"2014.02.02"
"Great Western Hospitals NHS Foundation Trust",82.2,1438,383,"2014.02.02"
"Royal United Hospital Bath NHS Trust",95,1228,498,"2014.02.02"
"Salisbury NHS Foundation Trust",95.5,815,213,"2014.02.02"
"Birmingham Children's Hospital NHS Foundation Trust",98.5,961,258,"2014.02.02"
"Heart Of England NHS Foundation Trust",95,4336,1503,"2014.02.02"
"Sandwell And West Birmingham Hospitals NHS Trust",93,2948,765,"2014.02.02"
"The Dudley Group NHS Foundation Trust",92.7,1816,550,"2014.02.02"
"The Royal Wolverhampton NHS Trust",92.4,2013,424,"2014.02.02"
"University Hospitals Birmingham NHS Foundation Trust",96.2,1900,587,"2014.02.02"
"Walsall Healthcare NHS Trust",95.6,1791,401,"2014.02.02"
"North Bristol NHS Trust",87,1303,473,"2014.02.02"
"Taunton And Somerset NHS Foundation Trust",97.6,949,313,"2014.02.02"
"University Hospitals Bristol NHS Foundation Trust",87.3,1834,544,"2014.02.02"
"Weston Area Health NHS Trust",96.3,863,237,"2014.02.02"
"Yeovil District Hospital NHS Foundation Trust",97.9,799,272,"2014.02.02"
"Countess Of Chester Hospital NHS Foundation Trust",94.6,1237,360,"2014.02.02"
"East Cheshire NHS Trust",95.3,832,229,"2014.02.02"
"Mid Cheshire Hospitals NHS Foundation Trust",92.8,1121,229,"2014.02.02"
"Warrington And Halton Hospitals NHS Foundation Trust",91.6,1559,412,"2014.02.02"
"Wirral University Teaching Hospital NHS Foundation Trust",94.3,1750,596,"2014.02.02"
"City Hospitals Sunderland NHS Foundation Trust",88,1702,557,"2014.02.02"
"Gateshead Health NHS Foundation Trust",96.7,1276,361,"2014.02.02"
"North Cumbria University Hospitals NHS Trust",90.9,1417,374,"2014.02.02"
"Northumbria Healthcare NHS Foundation Trust",97,2429,638,"2014.02.02"
"South Tyneside NHS Foundation Trust",92.9,1068,239,"2014.02.02"
"The Newcastle Upon Tyne Hospitals NHS Foundation Trust",93.3,2192,489,"2014.02.02"
"University Hospitals Of Morecambe Bay NHS Foundation Trust",92.8,1525,429,"2014.02.02"
"Chesterfield Royal Hospital NHS Foundation Trust",96.4,1242,401,"2014.02.02"
"Derby Hospitals NHS Foundation Trust",90.3,2262,739,"2014.02.02"
"Nottingham University Hospitals NHS Trust",89.1,3083,855,"2014.02.02"
"Sherwood Forest Hospitals NHS Foundation Trust",84,1789,517,"2014.02.02"
"Northern Devon Healthcare NHS Trust",91.5,698,254,"2014.02.02"
"Plymouth Hospitals NHS Trust",98,1696,437,"2014.02.02"
"Royal Cornwall Hospitals NHS Trust",93.9,935,407,"2014.02.02"
"Royal Devon And Exeter NHS Foundation Trust",96.3,1848,552,"2014.02.02"
"South Devon Healthcare NHS Foundation Trust",93.3,1383,492,"2014.02.02"
"County Durham And Darlington NHS Foundation Trust",80.5,2369,725,"2014.02.02"
"North Tees And Hartlepool NHS Foundation Trust",94.9,1296,315,"2014.02.02"
"South Tees Hospitals NHS Foundation Trust",96.8,2385,599,"2014.02.02"
"Cambridge University Hospitals NHS Foundation Trust",97.1,1929,632,"2014.02.02"
"Hinchingbrooke Health Care NHS Trust",98.6,656,185,"2014.02.02"
"Ipswich Hospital NHS Trust",97.6,1397,342,"2014.02.02"
"James Paget University Hospitals NHS Foundation Trust",95.1,1254,252,"2014.02.02"
"Norfolk And Norwich University Hospitals NHS Foundation Trust",98.5,1823,561,"2014.02.02"
"Peterborough And Stamford Hospitals NHS Foundation Trust",95.6,1504,524,"2014.02.02"
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",92.6,978,361,"2014.02.02"
"West Suffolk NHS Foundation Trust",96.8,1128,352,"2014.02.02"
"Basildon And Thurrock University Hospitals NHS Foundation Trust",97.5,2212,438,"2014.02.02"
"Colchester Hospital University NHS Foundation Trust",95.3,1513,432,"2014.02.02"
"Mid Essex Hospital Services NHS Trust",95.2,1484,423,"2014.02.02"
"Southend University Hospital NHS Foundation Trust",96.3,1538,496,"2014.02.02"
"The Princess Alexandra Hospital NHS Trust",97,1981,512,"2014.02.02"
"Bolton NHS Foundation Trust",97.8,1968,473,"2014.02.02"
"Central Manchester University Hospitals NHS Foundation Trust",93.8,2844,873,"2014.02.02"
"Pennine Acute Hospitals NHS Trust",96.4,4547,1271,"2014.02.02"
"Salford Royal NHS Foundation Trust",95.7,1722,577,"2014.02.02"
"Stockport NHS Foundation Trust",91.7,1659,553,"2014.02.02"
"Tameside Hospital NHS Foundation Trust",93.3,1459,376,"2014.02.02"
"University Hospital Of South Manchester NHS Foundation Trust",95.7,1758,684,"2014.02.02"
"Wrightington, Wigan And Leigh NHS Foundation Trust",90.5,1763,523,"2014.02.02"
"Bedford Hospital NHS Trust",90.6,1250,282,"2014.02.02"
"East And North Hertfordshire NHS Trust",97.6,2460,713,"2014.02.02"
"Kettering General Hospital NHS Foundation Trust",86.7,1319,432,"2014.02.02"
"Luton And Dunstable University Hospital NHS Foundation Trust",96.3,1585,520,"2014.02.02"
"Milton Keynes Hospital NHS Foundation Trust",85,1492,310,"2014.02.02"
"Northampton General Hospital NHS Trust",88.7,1775,460,"2014.02.02"
"West Hertfordshire Hospitals NHS Trust",95.2,1532,560,"2014.02.02"
"Dartford And Gravesham NHS Trust",94.4,1952,552,"2014.02.02"
"East Kent Hospitals University NHS Foundation Trust",96.4,2581,799,"2014.02.02"
"Maidstone And Tunbridge Wells NHS Trust",95.9,2322,646,"2014.02.02"
"Medway NHS Foundation Trust",80.4,1876,212,"2014.02.02"
"Blackpool Teaching Hospitals NHS Foundation Trust",93.8,1517,401,"2014.02.02"
"East Lancashire Hospitals NHS Trust",95.2,1984,727,"2014.02.02"
"Lancashire Teaching Hospitals NHS Foundation Trust",95.6,2204,442,"2014.02.02"
"United Lincolnshire Hospitals NHS Trust",94.1,2944,763,"2014.02.02"
"University Hospitals Of Leicester NHS Trust",86.9,2382,792,"2014.02.02"
"Barking, Havering And Redbridge University Hospitals NHS Trust",81.3,3869,976,"2014.02.02"
"Barnet And Chase Farm Hospitals NHS Trust",81.9,2111,426,"2014.02.02"
"Barts Health NHS Trust",92.5,5715,1730,"2014.02.02"
"Chelsea And Westminster Hospital NHS Foundation Trust",98.8,2222,340,"2014.02.02"
"Croydon Health Services NHS Trust",95.1,1334,649,"2014.02.02"
"Ealing Hospital NHS Trust",95.9,773,383,"2014.02.02"
"Epsom And St Helier University Hospitals NHS Trust",96.1,2615,679,"2014.02.02"
"Guy's And St Thomas' NHS Foundation Trust",95,2515,569,"2014.02.02"
"Homerton University Hospital NHS Foundation Trust",94,2279,320,"2014.02.02"
"Imperial College Healthcare NHS Trust",92.2,2425,988,"2014.02.02"
"King's College Hospital NHS Foundation Trust",86.2,3828,861,"2014.02.02"
"Kingston Hospital NHS Foundation Trust",95.7,1931,342,"2014.02.02"
"Lewisham And Greenwich NHS Trust",86.2,3779,881,"2014.02.02"
"North Middlesex University Hospital NHS Trust",98.3,3472,602,"2014.02.02"
"North West London Hospitals NHS Trust",91.9,1977,770,"2014.02.02"
"Royal Free London NHS Foundation Trust",95.9,1807,326,"2014.02.02"
"St George's Healthcare NHS Trust",92,2482,861,"2014.02.02"
"The Hillingdon Hospitals NHS Foundation Trust",93.7,1062,465,"2014.02.02"
"The Whittington Hospital NHS Trust",96.3,1821,396,"2014.02.02"
"University College London Hospitals NHS Foundation Trust",95.1,2376,290,"2014.02.02"
"West Middlesex University Hospital NHS Trust",91,1082,445,"2014.02.02"
"Aintree University Hospital NHS Foundation Trust",87.9,1534,430,"2014.02.02"
"Alder Hey Children's NHS Foundation Trust",98.3,1149,380,"2014.02.02"
"Royal Liverpool And Broadgreen University Hospitals NHS Trust",91.9,1694,570,"2014.02.02"
"Southport And Ormskirk Hospital NHS Trust",86.3,857,260,"2014.02.02"
"St Helens And Knowsley Hospitals NHS Trust",93.7,1844,654,"2014.02.02"
"Harrogate And District NHS Foundation Trust",96.3,827,197,"2014.02.02"
"Hull And East Yorkshire Hospitals NHS Trust",91.5,2451,834,"2014.02.02"
"Northern Lincolnshire And Goole NHS Foundation Trust",98.6,2214,570,"2014.02.02"
"York Teaching Hospital NHS Foundation Trust",95.6,2183,597,"2014.02.02"
"Burton Hospitals NHS Foundation Trust",95.3,1095,328,"2014.02.02"
"Mid Staffordshire NHS Foundation Trust",82.2,891,280,"2014.02.02"
"Shrewsbury And Telford Hospital NHS Trust",90.1,1704,443,"2014.02.02"
"University Hospital Of North Staffordshire NHS Trust",83.8,2351,872,"2014.02.02"
"Barnsley Hospital NHS Foundation Trust",96.3,1483,389,"2014.02.02"
"Doncaster And Bassetlaw Hospitals NHS Foundation Trust",97.1,2510,555,"2014.02.02"
"Sheffield Children's NHS Foundation Trust",99.3,980,156,"2014.02.02"
"Sheffield Teaching Hospitals NHS Foundation Trust",91.6,2156,591,"2014.02.02"
"The Rotherham NHS Foundation Trust",92,1461,244,"2014.02.02"
"Ashford And St Peter's Hospitals NHS Foundation Trust",92.1,1700,458,"2014.02.02"
"Brighton And Sussex University Hospitals NHS Trust",88.7,2480,678,"2014.02.02"
"East Sussex Healthcare NHS Trust",94.8,1814,518,"2014.02.02"
"Frimley Park Hospital NHS Foundation Trust",95,1925,556,"2014.02.02"
"Royal Surrey County Hospital NHS Foundation Trust",88.7,1199,366,"2014.02.02"
"Surrey And Sussex Healthcare NHS Trust",95,1589,577,"2014.02.02"
"Western Sussex Hospitals NHS Foundation Trust",96.8,2412,706,"2014.02.02"
"Buckinghamshire Healthcare NHS Trust",86.2,1471,418,"2014.02.02"
"Heatherwood And Wexham Park Hospitals NHS Foundation Trust",81.8,1901,554,"2014.02.02"
"Oxford University Hospitals NHS Trust",91.1,2150,635,"2014.02.02"
"Royal Berkshire NHS Foundation Trust",89.4,1776,538,"2014.02.02"
"Dorset County Hospital NHS Foundation Trust",95,698,239,"2014.02.02"
"Hampshire Hospitals NHS Foundation Trust",95.9,1773,392,"2014.02.02"
"Isle Of Wight NHS Trust",94.4,710,154,"2014.02.02"
"Poole Hospital NHS Foundation Trust",95.3,1103,338,"2014.02.02"
"Portsmouth Hospitals NHS Trust",74.6,1900,571,"2014.02.02"
"The Royal Bournemouth And Christchurch Hospitals NHS Foundation Trust",92.2,1267,367,"2014.02.02"
"University Hospital Southampton NHS Foundation Trust",89.7,1749,385,"2014.02.02"
"Airedale NHS Foundation Trust",93.7,984,231,"2014.02.02"
"Bradford Teaching Hospitals NHS Foundation Trust",96.3,2455,650,"2014.02.02"
"Calderdale And Huddersfield NHS Foundation Trust",96.4,2442,514,"2014.02.02"
"Leeds Teaching Hospitals NHS Trust",96,3747,1388,"2014.02.02"
"Mid Yorkshire Hospitals NHS Trust",96.2,4163,1051,"2014.02.02"
"George Eliot Hospital NHS Trust",99.2,1185,277,"2014.01.26"
"South Warwickshire NHS Foundation Trust",98.6,1016,335,"2014.01.26"
"University Hospitals Coventry And Warwickshire NHS Trust",95.4,2499,942,"2014.01.26"
"Worcestershire Acute Hospitals NHS Trust",91.8,2178,625,"2014.01.26"
"Wye Valley NHS Trust",94.8,900,223,"2014.01.26"
"Gloucestershire Hospitals NHS Foundation Trust",93.9,2165,702,"2014.01.26"
"Great Western Hospitals NHS Foundation Trust",88.2,1410,388,"2014.01.26"
"Royal United Hospital Bath NHS Trust",93.7,1326,483,"2014.01.26"
"Salisbury NHS Foundation Trust",93.9,819,211,"2014.01.26"
"Birmingham Children's Hospital NHS Foundation Trust",98,922,224,"2014.01.26"
"Heart Of England NHS Foundation Trust",96.8,4309,1529,"2014.01.26"
"Sandwell And West Birmingham Hospitals NHS Trust",93,2888,744,"2014.01.26"
"The Dudley Group NHS Foundation Trust",86.8,1753,503,"2014.01.26"
"The Royal Wolverhampton NHS Trust",95,2084,381,"2014.01.26"
"University Hospitals Birmingham NHS Foundation Trust",96.8,1794,535,"2014.01.26"
"Walsall Healthcare NHS Trust",93.3,1795,384,"2014.01.26"
"North Bristol NHS Trust",92.2,1214,417,"2014.01.26"
"Taunton And Somerset NHS Foundation Trust",96.2,990,325,"2014.01.26"
"University Hospitals Bristol NHS Foundation Trust",89.3,1761,580,"2014.01.26"
"Weston Area Health NHS Trust",96.4,841,283,"2014.01.26"
"Yeovil District Hospital NHS Foundation Trust",97.3,765,250,"2014.01.26"
"Countess Of Chester Hospital NHS Foundation Trust",96,1125,271,"2014.01.26"
"East Cheshire NHS Trust",95.7,798,219,"2014.01.26"
"Mid Cheshire Hospitals NHS Foundation Trust",94.6,1083,222,"2014.01.26"
"Warrington And Halton Hospitals NHS Foundation Trust",94.5,1618,404,"2014.01.26"
"Wirral University Teaching Hospital NHS Foundation Trust",95.1,1666,597,"2014.01.26"
"City Hospitals Sunderland NHS Foundation Trust",92.2,1590,527,"2014.01.26"
"Gateshead Health NHS Foundation Trust",95.6,1340,386,"2014.01.26"
"North Cumbria University Hospitals NHS Trust",93.8,1349,372,"2014.01.26"
"Northumbria Healthcare NHS Foundation Trust",95.5,2449,678,"2014.01.26"
"South Tyneside NHS Foundation Trust",97.5,1072,247,"2014.01.26"
"The Newcastle Upon Tyne Hospitals NHS Foundation Trust",97.5,2033,466,"2014.01.26"
"University Hospitals Of Morecambe Bay NHS Foundation Trust",92.1,1531,476,"2014.01.26"
"Chesterfield Royal Hospital NHS Foundation Trust",96.2,1223,395,"2014.01.26"
"Derby Hospitals NHS Foundation Trust",94.8,2131,733,"2014.01.26"
"Nottingham University Hospitals NHS Trust",92.9,2857,797,"2014.01.26"
"Sherwood Forest Hospitals NHS Foundation Trust",97.3,1636,512,"2014.01.26"
"Northern Devon Healthcare NHS Trust",93.6,699,235,"2014.01.26"
"Plymouth Hospitals NHS Trust",96.9,1586,478,"2014.01.26"
"Royal Cornwall Hospitals NHS Trust",96.5,884,389,"2014.01.26"
"Royal Devon And Exeter NHS Foundation Trust",95,1812,551,"2014.01.26"
"South Devon Healthcare NHS Foundation Trust",92.9,1442,480,"2014.01.26"
"County Durham And Darlington NHS Foundation Trust",83.8,2212,704,"2014.01.26"
"North Tees And Hartlepool NHS Foundation Trust",97.7,1258,307,"2014.01.26"
"South Tees Hospitals NHS Foundation Trust",97,2255,586,"2014.01.26"
"Cambridge University Hospitals NHS Foundation Trust",97.4,1927,665,"2014.01.26"
"Hinchingbrooke Health Care NHS Trust",93.4,710,203,"2014.01.26"
"Ipswich Hospital NHS Trust",98.9,1388,368,"2014.01.26"
"James Paget University Hospitals NHS Foundation Trust",97.6,1138,213,"2014.01.26"
"Norfolk And Norwich University Hospitals NHS Foundation Trust",96.8,1759,566,"2014.01.26"
"Peterborough And Stamford Hospitals NHS Foundation Trust",97.6,1480,499,"2014.01.26"
"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",97.9,890,333,"2014.01.26"
"West Suffolk NHS Foundation Trust",94.9,1066,315,"2014.01.26"
"Basildon And Thurrock University Hospitals NHS Foundation Trust",94.9,2144,481,"2014.01.26"
"Colchester Hospital University NHS Foundation Trust",95.4,1343,381,"2014.01.26"
"Mid Essex Hospital Services NHS Trust",89.6,1407,350,"2014.01.26"
"Southend University Hospital NHS Foundation Trust",94.7,1517,458,"2014.01.26"
"The Princess Alexandra Hospital NHS Trust",98.7,1860,482,"2014.01.26"
"Bolton NHS Foundation Trust",97.6,2039,490,"2014.01.26"
"Central Manchester University Hospitals NHS Foundation Trust",93.5,2761,839,"2014.01.26"
"Pennine Acute Hospitals NHS Trust",96.5,4565,1247,"2014.01.26"
"Salford Royal NHS Foundation Trust",95,1742,603,"2014.01.26"
"Stockport NHS Foundation Trust",97.1,1631,524,"2014.01.26"
"Tameside Hospital NHS Foundation Trust",97.6,1443,386,"2014.01.26"
"University Hospital Of South Manchester NHS Foundation Trust",92.5,1729,561,"2014.01.26"
"Wrightington, Wigan And Leigh NHS Foundation Trust",93,1580,454,"2014.01.26"
"Bedford Hospital NHS Trust",93.2,1171,243,"2014.01.26"
"East And North Hertfordshire NHS Trust",97.2,2330,664,"2014.01.26"
"Kettering General Hospital NHS Foundation Trust",91.4,1296,410,"2014.01.26"
"Luton And Dunstable University Hospital NHS Foundation Trust",96.3,1547,529,"2014.01.26"
"Milton Keynes Hospital NHS Foundation Trust",90.2,1374,310,"2014.01.26"
"Northampton General Hospital NHS Trust",82.8,1810,442,"2014.01.26"
"West Hertfordshire Hospitals NHS Trust",94.4,1496,571,"2014.01.26"
"Dartford And Gravesham NHS Trust",95.8,1815,543,"2014.01.26"
"East Kent Hospitals University NHS Foundation Trust",96,2706,796,"2014.01.26"
"Maidstone And Tunbridge Wells NHS Trust",95,2241,628,"2014.01.26"
"Medway NHS Foundation Trust",89.6,1845,225,"2014.01.26"
"Blackpool Teaching Hospitals NHS Foundation Trust",95.3,1497,395,"2014.01.26"
"East Lancashire Hospitals NHS Trust",94.1,1840,693,"2014.01.26"
"Lancashire Teaching Hospitals NHS Foundation Trust",95.3,2112,418,"2014.01.26"
"United Lincolnshire Hospitals NHS Trust",95.8,2869,761,"2014.01.26"
"University Hospitals Of Leicester NHS Trust",91,2328,823,"2014.01.26"
"Barking, Havering And Redbridge University Hospitals NHS Trust",84.7,3908,992,"2014.01.26"
"Barnet And Chase Farm Hospitals NHS Trust",92.2,2076,451,"2014.01.26"
"Barts Health NHS Trust",92.2,5511,1653,"2014.01.26"
"Chelsea And Westminster Hospital NHS Foundation Trust",97.9,2110,280,"2014.01.26"
"Croydon Health Services NHS Trust",92.5,1317,678,"2014.01.26"
"Ealing Hospital NHS Trust",93.2,810,395,"2014.01.26"
